quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1972.4668	1493.1422	1313.1171	1072.8329	1426.5833
2	4741.9126	3813.3311	5933.6357	5824.8022	5174.5034
3	5145.2109	2223.5735	4626.1611	5761.2964	5065.7412
4	4266.6201	15406.641	6491.9644	7950.3999	7955.0391
All	3178.0449	3637.5806	4363.2192	6168.2964	5028.5762
