quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	8063.7607	9284.6777	8275.4219	8839.4453	8652.5908
2	6781.4419	5964.7734	6169.9531	5509.3955	5976.2329
3	4191.7051	6455.4077	5300.7783	4627.6089	5042.9658
4	1386.0013	5958.4053	3901.8264	4115.3887	4161.792
All	7321.7642	7851.7212	6386.6577	5337.584	6395.4805
