quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	7.3969111	7.3148217	7.0700259	7.0794177	7.2158899
2	7.2186885	6.7109847	6.6258583	6.993187	6.8178964
3	6.516696	6.6681018	6.9369316	6.7911863	6.8173442
4	6.8279915	7.0313354	6.6566415	7.1342039	7.0303288
All	7.2622938	7.0629802	6.8783269	7.0044842	7.0080676
