quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2940.8877	1261.6172	790.37823	709.90381	1418.52
2	5723.2251	4378.5615	6407.2739	3360.4128	4913.4565
3	5605.4683	6711.5166	5143.4634	3823.634	4820.668
4	18621.135	12249.792	8299.8594	7000.1646	9122.793
All	6445.0679	5252.5864	5522.7051	4266.8291	5129.7993
