quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	0
2	.375218	.58514404	.33169302	.21620879	.38070944
3	1	.63445878	.83906156	.1965933	.587901
4	.51789367	1	1	.46698776	.72008693
All	.50001794	.75019521	.71450579	.23575561	.54249835
