quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.082329415	.19200575	.10837563	.067889191	.11715838
2	.47167245	.31379709	.40201846	.4200241	.39492244
3	.57146972	.57261831	.44061905	.26333386	.39663342
4	.60398853	.48146394	.46516189	.34841675	.42830959
All	.31821716	.32962805	.33172062	.26950371	.30795929
