quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	209.12494	2041.941	2219.376	2271.814	1705.7191
2	3063.0837	4013.4661	8169.8555	8845.3174	6939.2026
3	1712.876	5950.894	8957.2861	8369.2783	7494.0132
4	2928.8708	6906.0625	9247.1455	21704.563	13535.255
All	1527.3535	4420.8926	7971.3545	11087.537	7603.2358
