quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1162.8633	3339.5525	1117.089	944.60718	1703.3817
2	5954.8384	8065.8369	6984.3491	7897.7388	7518.9365
3	6602.2358	9566.4014	13487.879	10461.481	11211.932
4	3689.6023	4491.1572	16100.907	15388.509	14813.422
All	5084.7065	7282.7954	11354.846	12047.956	10995.361
