quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1572.8137	1654.8744	1524.6396	584.28223	1254.6261
2	9041.4844	9669.707	11363.255	7554.5322	9365.5498
3	7983.8169	10416.2	11594.345	8158.3105	9594.8379
4	8352.3525	10764.85	11378.607	13955.637	11683.906
All	7649.7227	9766.2842	11086.139	8738.5742	9495.8916
