quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	9660.3115	9849.2793	9156.9883	9216.2891	9468.1279
2	10461.334	7893.9214	5413.5054	7588.5532	7323.6934
3	5610.4575	7581.2002	5967.3481	5435.5107	5868.4399
4	5298.5249	5762.9697	4672.0278	4823.5601	4963.6035
All	8484.0273	8260.9971	6335.3477	6449.2207	7043.0313
