quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	7.9304309	9.6003075	8.9284782	9.3493605	9.0064039
2	8.9125195	7.3446307	9.0310574	8.6016798	8.4811049
3	7.017066	8.0041742	8.4418669	7.9332395	8.0683069
4	5.3497725	7.7365847	8.0066109	8.7759399	8.5207787
All	7.9376512	7.8916097	8.5569954	8.4579153	8.3831186
