quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1115.9136	1266.1459	1191.5763	1108.238	1173.9111
2	780.54047	942.27661	782.43353	932.77545	865.85455
3	771.01935	802.99994	821.19305	689.51953	755.65857
4	743.98901	806.50708	588.7287	502.28748	600.40802
All	953.50189	1061.2421	896.98309	805.22845	911.18494
