quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	1151.9999	0	0	558.76715
2	211.01013	4787.1274	4082.9722	7413.7227	4488.9795
3	1524.7887	1593.1047	3303.0806	361.85196	1637.7313
4	2589.4683	5374.6167	5393.6699	987.68848	3507.5347
All	1026.3535	3680.3813	3742.0083	2209.0269	2875.6711
