quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	235.63777	1654.8744	1524.6396	584.28223	888.06573
2	5610.4014	7065.2339	7971.3052	5204.9326	6476.3394
3	4760.0107	6706.7617	8707.1172	7348.082	7459.7456
4	3776.3188	4610.1436	8449.3857	10406.149	7433.4575
All	4314.5371	5875.9653	8153.5024	7033.9775	6757.8511
