quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1747.7341	56.883434	0	0	414.1525
2	885.27765	2022.2075	909.60608	2486.0896	1674.4829
3	2818.3076	1554.1807	1787.0873	2890.4807	2243.866
4	1242.6388	1515.1892	9616.6436	2222.8281	2719.9741
All	1281.5408	1493.2339	2438.4885	2465.8799	2005.2264
