quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	208.45305	376.6152	567.51477	190.59528	359.30737
2	2314.7471	3381.9839	4209.6416	2261.7109	3193.8523
3	1348.8711	937.46014	2690.282	1710.1078	1936.1522
4	798.44366	3847.2407	1276.9518	2378.5229	2259.6763
All	765.11035	1494.6548	2143.5867	1816.6587	1752.2137
