quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1467.3995	1423.8057	1323.4668	1353.5809	1383.3407
2	1349.4276	1083.9368	899.70343	1039.0468	1041.2087
3	931.83862	874.95563	984.39886	917.81091	935.13397
4	790.67303	787.8924	716.04309	780.61127	766.34241
All	1161.7715	1030.9434	949.22961	945.39856	986.6178
