quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	533.77142	1130.9093	299.01669	0	452.33875
2	6126.5625	1689.7896	4107.374	4189.3916	3899.6106
3	3445.6279	3760.3096	4306.1499	2731.7734	3462.4438
4	3470.4111	3592.2834	4284.6123	2486.1555	3269.5808
All	3501.8096	2671.51	3681.8748	2603.7051	3052.0413
