quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1.055676	1.3569505	1.0846386	1.0176688	1.0976509
2	.73638242	.78793567	.73433173	.81221414	.79300833
3	.61084068	.73416382	.75272995	.73124313	.74031562
4	0	.89248073	.93166918	.59108216	.69774944
All	.76312959	.86320841	.84684962	.72693497	.79871303
