quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	10.648504	9.7015944	9.126421	11.138046	9.9685392
2	8.3185024	11.133681	12.778613	12.237559	11.996922
3	9.5107908	14.275593	10.250114	9.7874556	10.504103
4	9.1343927	9.2904196	11.29698	10.06634	10.257164
All	10.391388	12.007835	12.033208	10.814866	11.375922
