quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.99851036	1.1611402	1.3205184	1.2311631	1.2034891
2	1.2605321	1.462694	1.3752224	1.4086668	1.405905
3	.82250315	1.3111497	1.2428228	1.241592	1.2009799
4	0	1.2865455	1.1524158	1.6299933	1.4768102
All	1.0310718	1.2517133	1.3205765	1.3451264	1.2638203
