quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9.3209362	9.230113	9.0963078	9.551878	9.2317019
2	7.6562867	9.9878778	10.21406	6.4012556	8.7688093
3	9.8693466	6.6863036	8.8154249	7.4104609	7.9202046
4	11.146825	10.21121	9.753644	8.9881744	9.2142057
All	9.6137877	10.131707	10.048532	8.6278162	9.3949842
