quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9.0731401	8.0740433	9.0714798	9.1234779	8.8925571
2	8.7289019	7.8292103	7.0739908	8.3192987	7.8557281
3	9.535181	6.8298044	6.7063098	7.8025308	7.3951244
4	9.2172594	8.3679523	9.0863981	8.4762602	8.5804653
All	9.7709265	8.6407709	8.5483074	8.5978937	8.87745
