quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	12.174509	12.702542	14.461488	17.093367	14.579174
2	10.578883	13.745075	16.134083	15.109103	15.122405
3	13.176393	13.151058	14.015976	15.404423	15.129088
4	2.2355063	7.5856085	15.086122	17.898457	17.169863
All	12.317948	14.023321	15.876266	17.421478	17.207994
