quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	7.3166413	11.199738	7.8943477	6.2046657	8.4404573
2	9.7255564	9.274704	9.3465757	7.026227	8.5945835
3	6.1310062	10.441961	7.9573512	7.1624146	7.8312168
4	4.2451506	8.16681	7.4216995	8.4686785	8.2873812
All	10.177876	10.197068	8.8233223	8.0673084	8.7087755
