quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.076573595	.11204442	.10336514	.072090723	.3640739
2	.021116197	.051922046	.063335694	.062507518	.19888146
3	.0095825912	.023994872	.077532381	.11682986	.22793971
4	.0024184289	.012833483	.040955063	.15289797	.20910494
All	.10969082	.20079483	.28518829	.40432608	1
