quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.085552268	.10584799	.093830764	.097987771	.3832188
2	.028359374	.052289713	.061766624	.059818193	.20223391
3	.02965364	.030566305	.065922543	.093186997	.21932949
4	.017491937	.036237184	.053581264	.087907419	.1952178
All	.16105722	.22494119	.27510121	.33890039	1
